MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
1642,14.4,277.39,4.74,511.99,132,12.3,19.111,17.402,80.39,442.15,1831.679648,,,,,,
1642.5,14.4,277.76,4.98,539.14,131.68,13.6,19.629,18.541,80.47,464.73,1957.63256,,,,,,
1643,13.5,277.28,4.95,533.58,131.88,12.3,18.489,16.884,80.28,462.3,1777.440603,,,,,,
1643.5,12.2,277.67,4.23,452.45,133.46,12.1,19.37,19.163,80.67,395.27,1992.44802,,,,,,
1644,15.8,277.96,5.9,627.55,133.93,13.4,25.533,18.645,80.81,550.91,1938.917499,,,,,,
1644.5,12.7,277.31,4.63,502.9,130.8,12.1,16.418,15.123,80.16,432.14,1606.00401,,,,,,
1645,12.5,277.56,4.3,458,133.98,12.4,18.023,16.47,80.56,401.66,1707.800927,,,,,,
1645.5,12.5,277.57,4.64,491.41,134.21,12.4,20.198,16.573,80.42,432.76,1715.490189,,,,,,
1646,12.5,277.42,4.65,491.24,134.49,12.3,18.386,16.573,80.42,433.74,1711.059716,,,,,,
1646.5,12.5,277.25,4.4,464.55,134.86,12.2,18.282,17.402,80.25,410.75,1789.872018,,,,,,
1647,16.4,277.59,5.79,610.88,135.2,12.5,22.218,16.677,80.44,540.88,1718.794816,,,,,,
1647.5,14.5,277.15,5.79,615.49,133.39,13.9,22.166,18.8,80.44,540.88,1955.373716,,,,,,
1648,15.9,277.82,5.72,586.92,139.12,15.1,21.183,20.613,80.67,534.11,2061.394509,,,,,,
1648.5,15.9,277.87,5.72,572.12,142.88,15,21.908,20.924,80.87,534.11,2038.048085,,,,,,
1649,14.6,277.88,5.43,536.43,144.45,14.2,21.908,18.075,80.59,506.67,1742.786724,,,,,,
1649.5,14.8,277.39,5.21,513.48,144.8,14.4,21.856,20.768,80.53,485.99,1991.566737,,,,,,
1650,16.4,277.51,5.29,523.32,144.83,14.8,22.684,20.25,80.36,493.52,1944.892216,,,,,,
1650.5,17.3,277.42,5.4,535.92,144.61,14.3,25.378,20.561,80.56,504.16,1977.919748,,,,,,
1651,14.3,277.42,5.04,520.86,137.97,13.7,20.561,18.904,80.42,470.52,1903.022124,,,,,,
1651.5,8.7,213.19,2.98,1122.68,28.32,4,20.198,14.657,80.84,278.03,5481.681905,,,,,,
1652,16.3,213.3,5.26,692.61,82.76,11.2,26.31,13.828,80.95,490.69,1788.016072,,,,,,
1652.5,16.5,212.83,2.02,362.5,62.53,16.1,10.721,9.737,80.33,188.79,1664.378295,,,,,,
1653,12.9,213.73,3.06,1189.53,27.62,10.2,19.732,10.824,81.23,285.43,4169.27013,,,,,,
1653.5,8.8,141.66,2.4,573.4,29.94,7,9.581,4.972,9.16,223.7,1177.666408,,,,,,
1654,7.6,142.25,2.97,868.84,24.42,5.9,21.183,9.892,9.75,277.71,2866.60817,,,,,,
1654.5,9.3,132.58,7.94,2163.07,24.27,8.9,23.047,8.235,0.08,741.54,2242.28299,,,,,,
1655,10,141.8,2.73,796.63,24.47,6.8,9.53,7.665,9.3,254.69,2215.034765,,,,,,
1655.5,14.8,132.56,3.2,666.67,32.5,14.7,7.613,7.458,0.06,298.98,1527.262307,,,,,,
1656,18.8,135.25,3.71,678,38.01,14.4,8.649,7.561,2.75,345.98,1358.132737,,,,,,
1656.5,20.1,212.46,3.78,1084.69,37.56,7,16.159,8.649,80.11,352.47,2451.543297,,,,,,
1657,11,213.34,4.15,536.88,83.99,9.2,23.565,18.489,80.84,387.51,2342.55715,,,,,,
1657.5,11.7,212.82,5.03,605.89,89.81,11.6,22.27,20.975,80.47,469.49,2479.397718,,,,,,
1658,15.9,213.02,4.85,578.46,91.83,12.5,19.163,18.127,80.67,452.93,2105.318967,,,,,,
1658.5,16.5,212.94,5.22,632.94,90.07,16,17.35,17.091,80.59,487.2,2024.598014,,,,,,
1659,16.3,212.85,3.54,537.51,72.3,16,16.987,14.709,80.5,330.37,2167.981496,,,,,,
1659.5,16.2,212.86,4.51,874.86,55.72,16.2,16.262,16.262,80.36,420.96,3100.894002,,,,,,
1660,16.5,213.11,4.69,692.29,73.8,15.7,21.079,17.246,80.61,437.59,2490.329533,,,,,,
1660.5,16.5,213.05,4.74,697.44,74.07,16.4,19.473,17.143,80.7,442.67,2466.012497,,,,,,
1661,16.3,213.22,4.82,756.51,69.23,15.9,21.597,16.573,80.87,449.69,2551.718534,,,,,,
1661.5,15.7,213.11,5.23,749.25,75.78,15.4,19.37,17.609,80.61,488.16,2475.397355,,,,,,
1662,15.9,212.77,4.72,674.49,76.18,15.2,17.039,16.107,80.42,440.93,2250.940388,,,,,,
1662.5,16.5,212.97,3.85,552.82,76.46,15.6,15.175,15.071,80.33,359.35,2102.586042,,,,,,
1663,17.2,212.92,3.42,500.52,75.47,15.5,14.294,9.996,80.42,319.28,1420.360346,,,,,,
1663.5,16.3,213.03,1.96,1179.78,17.83,16,10.306,9.685,80.39,182.63,5758.205839,,,,,,
1664,15.5,213.21,2.25,1327.96,18.21,10.5,14.242,11.083,80.56,210.37,6453.495756,,,,,,
1664.5,8.8,213.03,1.7,470.17,39.18,6.8,12.741,11.705,80.53,158.91,3166.656813,,,,,,
1665,15.3,214.15,2.65,642.46,45.21,10.4,22.943,16.418,81.65,247.57,3875.384124,,,,,,
1665.5,16.8,213.17,4.03,889.17,49.15,15.8,21.027,14.605,80.67,376.66,3162.161676,,,,,,
1666,17,213.23,3.06,682.71,48.93,13.9,11.083,8.338,80.59,285.53,1823.468198,,,,,,
1666.5,13.9,208.06,1.58,883.29,18.85,13.8,13.517,8.908,75.56,147.64,4892.663873,,,,,,
1667,13.3,208.2,2.24,716.93,33,7,14.294,12.067,75.7,208.87,3791.656672,,,,,,
1667.5,9.9,208.14,3.31,680.82,51.15,7.7,16.677,12.585,75.64,309.16,2551.734024,,,,,,
1668,14.2,208,3.73,585.57,67.79,10.1,16.832,13.725,75.5,348.15,2106.185452,,,,,,
1668.5,14.4,208.03,3.21,506.75,67.91,14,13.776,13.725,75.53,300.1,2103.05464,,,,,,
1669,14.1,207.97,3.21,631.03,54.08,14,12.999,10.669,75.47,300.1,2052.360238,,,,,,
1669.5,13.8,207.89,1.87,611.87,32.45,12,12.067,10.669,75.39,174.62,3406.57721,,,,,,
1670,13.7,207.92,2.7,560.84,51.17,11.2,13.207,11.446,75.42,251.73,2323.541316,,,,,,
1670.5,13.9,208,2.65,535.43,52.74,13.7,13.776,12.844,75.5,247.1,2529.334743,,,,,,
1671,14.2,208.17,3.76,758.65,52.48,9.5,16.521,13.984,75.67,351.47,2768.420087,,,,,,
1671.5,9,207.83,2.79,549.32,53.37,7.7,15.019,12.689,75.33,260.03,2461.415995,,,,,,
1672,9.9,208.53,3.21,575.97,58.96,7.6,17.971,13.207,76.03,299.87,2328.6105,,,,,,
1672.5,13.5,208.08,3.29,508.17,69.12,10.7,14.502,13.362,75.58,306.99,2011.717135,,,,,,
1673,14.3,208.08,3.01,469.07,69.01,14,13.88,13.103,75.58,281.44,1977.209867,,,,,,
1673.5,14,208.03,3.1,780.42,41.95,13.6,14.657,12.585,75.39,289.49,3112.318143,,,,,,
1674,11.8,208.2,3.17,779.22,42.77,9,14.812,13.673,75.7,295.55,3315.157881,,,,,,
1674.5,7.3,207.92,2.28,479.25,49.97,6.7,13.362,12.119,75.42,212.64,2509.457606,,,,,,
1675,9.6,208.08,3.03,460.98,69.64,7.4,14.968,13.207,75.58,282.73,1968.834518,,,,,,
1675.5,14.5,207.89,3.11,473.03,70.47,13.4,13.517,12.948,75.39,290.02,1912.464286,,,,,,
1676,15.2,208.03,3.57,665.87,56.92,13.9,14.968,13.051,75.53,332.99,2384.426345,,,,,,
1676.5,15.7,208.19,3.88,786.43,52.24,15.5,17.454,15.9,75.84,362.03,3161.908552,,,,,,
1677,16.6,208.08,3.85,768.52,53.21,15.5,17.661,13.258,75.58,359.77,2591.898213,,,,,,
1677.5,16.1,208.17,4.01,808.28,52.5,14.7,18.8,16.729,75.67,374.01,3309.451433,,,,,,
1678,15,208.26,3.98,712.35,59.31,14.2,18.904,15.278,75.61,371.66,2679.071854,,,,,,
1678.5,14.7,208.11,3.41,610.21,59.5,14.1,15.952,13.932,75.61,318.33,2434.882251,,,,,,
1679,16.3,207.8,3.28,590.67,59.41,16.1,13.466,11.394,75.3,306.69,1996.912722,,,,,,
1679.5,16.4,207.93,4.73,1036.34,48.06,16.1,18.541,14.916,75.58,441.86,3220.717753,,,,,,
1680,17.1,208.08,4.81,898.88,56.64,16,19.836,13.31,75.58,449.46,2446.312274,,,,,,
1680.5,12.7,207.78,2.52,461.57,58.28,9.5,11.757,10.876,75.28,235.15,1938.794182,,,,,,
1681,16.6,207.8,4.04,703.92,60.98,14.9,14.502,13.414,75.3,377.16,2287.707534,,,,,,
1681.5,16.6,207.97,3.39,624.03,57.97,15.9,14.502,13.051,75.47,316.32,2342.765671,,,,,,
1682,16.3,207.89,3.84,690.51,59.09,16.1,14.968,12.999,75.39,358.35,2288.396861,,,,,,
1682.5,16.4,207.57,3.65,659.49,58.83,15.6,13.984,12.792,75.22,340.69,2258.890971,,,,,,
1683,16.6,207.83,3.72,658.24,60.22,16,14.709,12.585,75.33,347.49,2174.758197,,,,,,
1683.5,15.9,207.94,4.51,858.33,55.49,15.2,16.884,15.641,75.44,421.03,2926.412355,,,,,,
1684,15.7,277.77,3.97,894.41,62.51,7.2,16.055,14.709,80.33,370.45,3260.817159,,,,,,
1684.5,10,277.74,3.42,558.76,86.17,9.7,18.541,17.816,80.44,318.92,2859.8998,,,,,,
1685,11.5,278.08,3.86,597.45,91.25,9.3,21.027,17.816,80.78,360.02,2706.629436,,,,,,
1685.5,10.1,278.23,3.14,471.08,94.5,9.4,18.697,15.589,80.5,292.97,2288.599425,,,,,,
1686,10.8,277.71,3.57,474.13,106.89,10.2,18.748,15.537,80.42,333.55,2015.31084,,,,,,
1686.5,11.2,278.26,3.33,442.82,107.09,10.9,19.473,16.107,80.53,310.46,2089.426899,,,,,,
1687,10.1,278.63,3.12,443.28,100.31,8.6,20.302,14.294,80.75,291.69,1981.509434,,,,,,
1687.5,10.7,277.4,3.45,430.99,113.74,10.3,18.541,18.282,80.25,322.12,2224.441821,,,,,,
1688,11.4,278.03,3.28,362.68,129.81,10.1,19.732,16.418,80.59,305.94,1758.138677,,,,,,
1688.5,11,277.4,3.41,359.29,136.01,10.7,16.987,16.987,80.25,318.63,1731.912321,,,,,,
1689,10.7,277.6,3.45,360.3,137.05,10.6,17.402,16.418,80.3,322.14,1662.554433,,,,,,
1689.5,11.9,277.57,3.38,343.91,141.54,11.3,18.386,16.262,80.28,315.5,1596.507,,,,,,
1690,14.5,277.74,4.32,409.77,151.96,12,23.461,17.35,80.59,402.92,1590.8997,,,,,,
1690.5,12.6,277.68,4.32,410.61,150.66,12.6,19.629,19.422,80.39,402.92,1791.048476,,,,,,
1691,13.2,278.22,3.96,383.04,149.39,12.2,19.888,17.246,80.78,370.09,1609.434007,,,,,,
1691.5,13.7,277.47,4.59,430.36,153.13,13.7,19.629,19.37,80.47,428.88,1757.844203,,,,,,
1692,14.4,278.72,4.38,413.2,153.35,13.3,19.784,19.732,81.57,408.87,1796.664262,,,,,,
1692.5,16.3,278.11,4.76,453.71,151.77,16.3,26.103,22.529,80.67,444.65,2067.807322,,,,,,
1693,15.2,278.07,4.3,426.18,145.65,15,20.302,18.127,80.92,401.03,1735.420895,,,,,,
1693.5,16.5,277.3,4.29,420.38,147.77,15.8,20.716,15.278,80.3,400.49,1442.741705,,,,,,
1694,15.2,277.71,4.24,414.62,147.88,14.4,21.079,18.541,80.56,396.1,1745.905262,,,,,,
1694.5,15.5,277.12,4.34,416.41,150.45,15,18.23,17.661,79.97,405.28,1632.825085,,,,,,
1695,16.2,277.7,4.58,434.85,152.21,15.6,19.784,17.764,80.7,427.26,1627.754825,,,,,,
1695.5,15.6,277.33,4.4,427.39,148.64,15.5,17.557,17.505,80.33,411.05,1639.423027,,,,,,
1696,15.6,277.14,4.58,434.83,151.91,15,18.23,17.143,80.14,428.06,1570.746239,,,,,,
1696.5,17.1,278.02,5.09,483.59,152.04,12.5,22.684,17.661,80.73,475.29,1623.240215,,,,,,
1697,13.5,277.96,4.22,475.47,127.05,10.9,17.143,15.952,80.81,394.27,1747.722354,,,,,,
1697.5,14.4,277.96,3.7,411.05,129.98,14.2,20.147,18.593,80.67,345.6,1989.921236,,,,,,
1698,13.1,277.68,3.72,391.43,136.75,13.1,18.8,16.107,80.39,347.33,1638.482366,,,,,,
1698.5,14.4,277.4,3.43,358.91,138.56,11.9,15.693,15.278,80.25,320.12,1535.051335,,,,,,
1699,16.6,277.82,3.73,389.96,139.33,16.4,14.76,12.741,80.53,348.06,1280.996145,,,,,,
1699.5,16.4,277.82,2.23,403.59,80.19,16.3,12.689,12.223,80.53,207.87,2120.716978,,,,,,
1700,16.9,277.8,1.87,514.8,52.27,16,12.533,11.757,80.36,174.68,3119.775355,,,,,,
1700.5,16.3,277.72,2.56,661.13,54.97,16.1,15.745,13.828,80.42,238.59,3484.689221,,,,,,
1701,16.8,277.85,3.01,597.64,71.98,16.2,15.952,15.434,80.56,280.98,2975.496654,,,,,,
1701.5,16.7,277.9,3.49,699.07,71,16.4,17.505,17.195,80.75,325.97,3358.366325,,,,,,
1702,16.6,278.25,3.89,765.58,72.03,14.7,22.684,15.537,80.95,362.77,2997.075783,,,,,,
1702.5,16.3,277.68,3.61,731.79,69.84,15.9,17.609,13.414,80.53,336.64,2665.257796,,,,,,
1703,16.7,277.76,3.58,707.26,71.96,16.4,17.039,13.828,80.61,334.54,2667.824207,,,,,,
1703.5,16.2,277.79,3.6,912.48,55.62,15.9,17.246,15.745,80.5,336.16,3919.744532,,,,,,
1704,16.4,278.57,5.38,1076.95,70.35,11.2,26.465,17.246,81.57,502.09,3406.989446,,,,,,
1704.5,10.3,277.76,2.98,531.09,79.17,7.7,17.764,14.864,80.61,277.93,2598.794008,,,,,,
1705,7.8,277.93,2.42,422,80.79,7.3,16.677,14.864,80.78,225.49,2545.27583,,,,,,
1705.5,7.8,277.93,2.92,457.06,90.05,7.7,15.9,15.9,80.78,272.73,2443.091102,,,,,,
1706,10.4,277.65,3.46,532.66,91.85,7.2,19.732,15.123,80.5,323.47,2279.924523,,,,,,
1706.5,10.9,278.3,4.1,628.06,92.03,8.3,23.461,19.732,81.15,382.35,2972.43654,,,,,,
1707,7.6,277.96,2.81,426.48,92.9,6.6,15.745,15.537,80.81,262.25,2314.598519,,,,,,
1707.5,10.3,277.57,3.12,395.45,112.23,9.3,19.732,18.075,80.42,290.98,2229.64622,,,,,,
1708,10.5,277.64,3.72,406.67,130.15,10.3,19.007,17.402,80.64,347.03,1854.057246,,,,,,
1708.5,10.5,277.61,3.65,399.1,130.15,10.5,20.975,17.195,80.61,340.38,1831.989216,,,,,,
1709,10.6,277.88,3.62,398.83,129.43,2.8,15.848,9.271,80.59,337.82,1000.53488,,,,,,
1709.5,8.6,277.85,2.96,646.83,64.18,6.8,15.796,15.589,80.56,276.53,3357.159231,,,,,,
1710,12.1,277.68,3.95,471.71,119.25,10.4,18.075,16.262,80.39,368.85,1893.056208,,,,,,
1710.5,16.1,278.18,5.21,589,126.53,16,25.119,17.505,80.89,486.71,1928.860589,,,,,,
1711,13.8,277.74,4.59,587.53,111,12.9,21.286,17.298,80.59,428.78,2163.701618,,,,,,
1711.5,11.9,277.16,4.1,450.7,129.38,11.8,18.697,16.78,80.16,382.69,1797.574337,,,,,,
1712,11.9,277.79,3.8,418.38,129.84,11.5,18.334,18.282,80.64,354.74,1954.583589,,,,,,
1712.5,15.5,277.39,4.69,517.78,129.67,11.9,22.529,17.557,80.39,438.19,1882.105931,,,,,,
1713,10.6,207.08,2.58,605.14,44.84,9.1,7.769,5.438,9.64,241.18,1258.789553,,,,,,
1713.5,9.3,207.41,2.12,721.48,30.71,8.8,10.151,9.478,9.97,197.82,3185.692057,,,,,,
1714,11.4,207.13,2.7,619.24,45.79,11.1,9.012,8.235,9.83,251.67,1861.5422,,,,,,
1714.5,13,198.9,2.74,605.78,45.91,12.9,6.733,6.681,1.46,256.02,1451.830832,,,,,,
1715,12.9,207.1,3.51,800.76,45.99,12.2,6.474,4.713,9.95,327.9,1068.879016,,,,,,
1715.5,11.6,206.42,3.48,788.63,46.05,10.8,5.179,4.972,9.27,325.02,1119.941262,,,,,,
1716,11.5,201.28,2.93,653,45.84,10.2,6.474,5.334,3.99,273.68,1176.066252,,,,,,
1716.5,11,207.12,3.03,693.42,45.78,11,6.267,5.904,10.12,282.71,1338.53513,,,,,,
1717.5,9.4,278.41,2.49,761.13,45.85,8.2,18.541,15.9,81.12,232.28,4798.986051,,,,,,
1718,5.1,278.5,1.89,574.67,45.92,5,15.382,12.792,81.2,176.39,3853.001268,,,,,,
1718.5,10.1,277.84,2.82,519.86,76.56,8.6,19.473,17.195,80.84,262.99,3106.900049,,,,,,
1719,16.1,278.12,3.06,445.53,99.25,11.2,21.804,13.776,81.12,285.44,1934.722411,,,,,,
1719.5,16.4,277.97,2.41,370.93,94.96,16.2,14.139,13.414,80.67,225.02,1967.904275,,,,,,
1720,16.5,278.2,2.06,601.28,49.06,15.1,13.103,11.187,80.61,192.61,3166.415606,,,,,,
1720.5,15.2,277.57,2.38,652.18,51.68,14.8,12.792,12.585,80.42,221.79,3370.837221,,,,,,
1721,15.4,277.65,3.22,827.13,54.84,15,13.103,11.498,80.5,300.26,2906.028182,,,,,,
1721.5,15.8,277.9,2.29,538.66,60.81,15.4,14.968,14.657,80.61,213.56,3341.363103,,,,,,
1722,16.8,277.88,3.11,727.66,60.62,16.3,13.155,11.601,80.3,290.02,2658.261636,,,,,,
1722.5,16.9,277.97,0.08,51.33,38.34,16.5,13.932,11.653,80.67,7.67,4210.492719,,,,,,
1723,16.6,277.68,2.68,698.56,54.46,15.8,16.055,14.45,80.53,250.09,3674.296507,,,,,,
1723.5,16.8,277.74,3.77,883.08,60.23,16.8,16.884,14.45,80.59,351.77,3325.343333,,,,,,
1724,16.8,277.48,3.78,908.32,58.67,15.9,20.302,14.087,80.33,353.03,3324.892265,,,,,,
1724.5,12.9,277.56,3.54,750.33,66.33,12.3,16.625,14.709,80.56,330.17,3068.307682,,,,,,
1725,11.7,278.05,3.28,671.08,68.98,10.5,16.78,14.553,80.61,306.46,2923.491949,,,,,,
1725.5,11.1,278.16,3.06,570.3,75.92,10.3,16.729,15.9,81.01,285.76,2902.580989,,,,,,
1726,11,277.76,3.27,568.97,81.27,10.8,17.091,15.537,80.47,305.67,2646.969331,,,,,,
1726.5,11.6,277.75,3.79,640.11,83.48,10,18.438,15.278,80.89,353.83,2535.167677,,,,,,
1727,12.1,277.42,3.27,507.78,91.52,10.3,15.641,14.242,80.42,305.75,2156.019275,,,,,,
1727.5,17.5,278.06,4.79,744.09,91.6,16.8,23.876,16.625,81.06,447.59,2524.698894,,,,,,
1728,13.6,277.39,4.48,699.75,90.32,12.8,19.111,18.179,80.53,418.3,2785.596515,,,,,,
1728.5,16,277.86,5.02,774.42,91.82,14.2,23.72,15.071,80.56,469.07,2281.768567,,,,,,
1729,15,277.95,4.62,714.79,91.57,12.9,20.665,16.884,80.95,431.44,2560.297271,,,,,,
1729.5,14.6,277.25,4.06,626.19,91.82,13.6,19.629,17.712,80.39,378.78,2670.396431,,,,,,
1730,16,277.56,4.71,727.53,91.63,15.6,22.633,19.525,80.7,439.45,2952.952349,,,,,,
1730.5,15,277.28,4.42,685,91.31,14.7,17.35,16.314,80.28,412.78,2475.571306,,,,,,
1731,17.3,277.71,3.85,597.73,92.13,15.9,17.143,15.019,80.56,359.47,2266.894222,,,,,,
1731.5,16.9,277.74,2.53,935.61,38.16,16.8,11.705,11.601,80.59,236.43,4208.063422,,,,,,
1732,17.1,277.51,3.81,1290.18,41.33,16.8,11.757,10.358,80.36,355.65,3470.260026,,,,,,
1732.5,15.3,277.62,2.99,1173.38,35.71,11.9,11.912,10.876,80.47,279.44,4211.831895,,,,,,
1733,15.3,273.24,3.78,1034.43,50.49,13.5,17.92,10.565,76.09,353.08,2854.450612,,,,,,
1733.5,15.7,272.98,3.78,830.62,63.05,13.4,17.868,16.884,75.98,352.46,3644.587187,,,,,,
1734,15.4,277.64,4.18,842.55,69.99,14.2,17.712,16.832,80.78,390.54,3330.276583,,,,,,
1734.5,17.6,277.53,5.13,980.56,73.71,14.2,21.7,16.729,80.53,479.06,3145.620655,,,,,,
1735,15.9,273.13,5.23,1065.36,67.76,15.3,22.27,18.179,75.84,488.12,3653.58243,,,,,,
1735.5,11.4,272.5,3.94,783.03,69.27,10.3,18.075,16.884,75.64,367.79,3307.745143,,,,,,
1736,14,272.73,4.35,713.3,84.57,11.4,21.079,18.075,75.58,405.97,2908.046005,,,,,,
1736.5,15.2,272.81,4.81,578.52,116.31,14.2,22.115,21.183,75.81,448.72,2482.993238,,,,,,
1737,16.3,272.67,5.58,641.63,121.52,15.8,23.565,21.079,75.67,520.83,2366.04634,,,,,,
1737.5,15.6,272.24,5.91,676.04,121.71,15.4,22.684,21.959,75.53,552.2,2455.378426,,,,,,
1738,16.3,273.28,6.11,697.37,122.37,5.5,24.704,11.601,75.84,570.31,1305.511788,,,,,,
1738.5,12.6,272.79,2.73,429.97,89.27,10.3,16.78,14.294,75.5,254.95,2181.884971,,,,,,
1739,16.7,272.96,3.97,605.32,92.03,13.6,16.262,12.533,75.67,370.64,1864.57118,,,,,,
1739.5,16.8,272.43,4,610.97,91.6,16.5,11.912,11.601,75.28,373.13,1732.287711,,,,,,
1740,16.8,272.45,4.39,801.18,76.1,16.5,13.569,12.792,75.3,410.01,2292.274613,,,,,,
1740.5,16.6,272.71,4,686.21,81.28,16.4,12.119,12.015,75.42,373.12,2020.082021,,,,,,
1741,16.7,272.62,3.58,615.74,81.48,16.6,12.585,11.912,75.47,334.43,1997.552949,,,,,,
1741.5,16.8,272.48,3.32,623.48,74.47,16.5,12.43,11.912,75.33,309.73,2182.590765,,,,,,
1742,17.2,272.71,3.78,713.62,74.01,16.5,14.502,13.569,75.56,353.36,2501.073367,,,,,,
1742.5,17.5,272.72,4.76,913.04,72.27,16.8,21.027,18.282,75.86,444.36,3443.020376,,,,,,
1743,17.2,272.99,4.31,733.6,82.09,16,19.007,17.039,75.84,402.85,2831.491333,,,,,,
1743.5,15.3,267.87,4.28,720.76,81.02,14.5,17.143,15.33,70.72,399.28,2532.633981,,,,,,
1744,17.7,268.07,4.39,669.6,90.29,15.1,21.493,15.641,70.92,410.22,2325.194769,,,,,,
1744.5,17.3,268.15,4.98,770.92,88.51,16.7,25.067,22.063,71,465.31,3336.304202,,,,,,
1745,17.9,268,5.55,868.91,87.22,9.9,24.912,15.537,71,518.36,2390.046229,,,,,,
1745.5,10.7,267.7,2.97,443.34,91.78,9.4,16.418,16.418,70.84,277.32,2388.021309,,,,,,
1746,14.6,267.93,4.57,638.32,98.02,11.6,20.716,19.007,70.78,426.78,2594.686348,,,,,,
1746.5,17.7,267.95,5.73,793.45,98.76,17,25.533,25.17,71.09,534.87,3408.569808,,,,,,
1747,15.5,267.82,4.95,693.9,97.6,14.4,20.665,19.422,70.53,462.46,2662.373484,,,,,,
1747.5,15.5,267.98,4.63,638.57,99.39,13.1,21.079,17.454,70.98,432.03,2353.218042,,,,,,
1748,10.1,267.65,3.41,466.98,99.54,9.9,17.298,15.123,70.5,317.92,2029.111924,,,,,,
1748.5,11.2,268.07,3.25,450.04,99.31,10.2,19.059,15.434,70.92,303.88,2080.005044,,,,,,
1749,13.3,267.72,3.76,519.36,99.37,13,16.884,15.486,70.72,351.02,2085.721632,,,,,,
1749.5,11.9,267.39,3.73,503.48,101.2,11.9,15.848,15.382,70.39,347.89,2030.395012,,,,,,
1750,12.1,267.47,3.99,512.64,106.42,10.9,16.936,14.916,70.61,372.4,1874.28642,,,,,,
1750.5,16.9,267.67,3.94,504.86,108.3,11.4,15.745,14.916,70.67,368.05,1849.607707,,,,,,
1751,18.6,268.69,4.42,564.12,109.11,17.4,19.111,15.123,71.68,413.04,1870.372028,,,,,,
1751.5,17.4,267.87,4.6,723.59,87.19,17.1,16.884,14.294,70.72,429.76,2199.712682,,,,,,
1752,18.2,267.39,4.54,714.21,87.19,17.8,16.003,12.792,70.53,424.14,1968.463632,,,,,,
1752.5,18.2,267.54,3.28,695.78,64.64,17.6,11.964,10.721,70.25,305.88,2223.502738,,,,,,
1753,18,267.42,4.22,899.88,63.84,14.3,14.346,12.896,70.27,394.1,2701.504086,,,,,,
1753.5,16,267.37,3.59,715.47,68.54,14.7,12.948,12.792,70.22,335.42,2494.670064,,,,,,
1754,17.9,267.54,3.59,717.35,68.64,17.5,11.394,10.617,70.39,335.42,2074.789878,,,,,,
1754.5,17.9,267.41,2.07,600.44,47.47,17.6,13.621,11.601,70.41,193,3263.189937,,,,,,
1755,18,272.3,2.43,549.73,62.22,17.3,14.502,12.482,75.3,226.55,2731.594321,,,,,,
1755.5,16.3,272.65,3.06,691.14,61.77,14.7,16.625,15.641,75.5,285.89,3443.940491,,,,,,
1756,15.1,273,3.06,603.48,70.91,14.8,15.486,14.76,75.56,285.65,2836.843909,,,,,,
1756.5,16.8,272.3,2.16,430.13,71.39,15.8,11.653,10.928,75.3,201.66,2088.265144,,,,,,
1757,16.2,272.57,2.41,515.16,65.82,15.5,12.637,10.98,75.42,224.76,2275.256964,,,,,,
1757.5,16.4,272.42,3.26,652.11,69.69,16.2,12.999,11.498,75.42,303.95,2249.565305,,,,,,
1758,16.5,272.3,3.5,764.98,63.61,15.9,12.326,10.565,75.3,327.15,2263.609857,,,,,,
1758.5,16.4,272.39,2.75,716.02,53.51,16.1,11.394,10.876,75.39,257.05,2766.076173,,,,,,
1759,16.4,272.57,2.8,704.1,55.37,16.3,14.398,10.462,75.42,261.25,2574.571806,,,,,,
1759.5,15.6,272.53,2.59,562.85,64.45,13.1,14.294,12.999,75.53,241.69,2745.386404,,,,,,
1760,12.7,272.68,2.59,488.81,74.08,11.4,13.932,12.223,75.39,241.69,2247.066254,,,,,,
