MD,WOB,RPM,TOR,MSE,ROP,WOB min,TOR max,TOR min,Rotary RPM,Diff,Surface MSE,Fm,top,bottom,ftype,Section,Start depth
3362,11.6,155.58,0,1,24.6,11.5,12.171,12.015,155.58,0,7855.965668,,,,,,
3362.5,11.6,155.55,0,1,24.38,11.5,11.601,10.876,155.55,0,7176.718506,,,,,,
3363,11.7,184.94,0,1,24.73,8.3,13.103,10.565,184.94,0,8167.364331,,,,,,
3363.5,10.1,185.7,0,1,30.47,9.4,11.601,11.549,185.7,0,7275.081644,,,,,,
3364,11.5,186.18,0,1,30.47,10.9,12.171,12.015,186.18,0,7590.779112,,,,,,
3364.5,11.6,185.81,0,1,29.34,11.4,13.258,12.948,185.81,0,8475.061213,,,,,,
3365,11.5,185.31,0,1,30.32,11.4,13.051,11.653,185.31,0,7364.84657,,,,,,
3365.5,11.5,187.95,0,1,30.28,11.4,12.948,12.533,187.95,0,8041.633972,,,,,,
3366,13.1,185.53,0,1,33.51,11.9,12.948,12.482,185.53,0,7151.482838,,,,,,
3366.5,14.6,185.62,0,1,34.83,13.2,14.294,13.207,185.62,0,7286.996327,,,,,,
3367,14,185.28,0,1,36.59,13.3,13.103,12.482,185.28,0,6546.082166,,,,,,
3367.5,14.4,192.47,0,1,36.32,13.1,16.987,14.346,192.47,0,7867.171283,,,,,,
3368,13.8,185.73,0,1,36.55,12.8,14.45,13.673,185.73,0,7191.715863,,,,,,
3368.5,13.5,184.91,0,1,36.65,13.1,13.932,13.155,184.91,0,6870.764497,,,,,,
3369,13,194.61,0,1,36.69,12.7,16.211,12.119,194.61,0,6654.246892,,,,,,
3369.5,13,184.41,0,1,36.58,12.9,12.844,12.274,184.41,0,6406.633526,,,,,,
3370,13.5,189.27,0,1,36.71,13.1,14.605,12.326,189.27,0,6580.34675,,,,,,
3370.5,13.7,185.65,0,1,36.4,13.6,12.999,12.999,185.65,0,6863.848649,,,,,,
3371,14.2,189.16,0,1,36.61,12.9,17.246,12.533,189.16,0,6706.421175,,,,,,
3371.5,12.6,186.54,0,1,36.13,12.3,13.984,13.569,186.54,0,7247.94555,,,,,,
3372,12.8,186.18,0,1,36.66,12,12.896,12.015,186.18,0,6317.768285,,,,,,
3372.5,13,189.44,0,1,36.61,13,15.019,12.689,189.44,0,6796.202617,,,,,,
3373,12.9,184.72,0,1,36.74,12.4,13.155,11.964,184.72,0,6228.782459,,,,,,
3373.5,12.9,185.31,0,1,36.7,12.7,12.378,12.119,185.31,0,6335.933309,,,,,,
3374,13.4,186.82,0,1,36.63,6.9,12.119,9.892,186.82,0,5231.145398,,,,,,
3374.5,8.9,186.04,0,1,36.43,8.9,11.031,10.928,186.04,0,5770.61028,,,,,,
3375,8.9,184.52,0,1,36.46,8.7,11.601,11.394,184.52,0,5961.823502,,,,,,
3375.5,8.7,183.99,0,1,36.5,8.7,12.585,11.187,183.99,0,5830.292996,,,,,,
3376,11.2,185.67,0,1,36.42,9,12.171,11.187,185.67,0,5902.885051,,,,,,
3376.5,12.4,185.03,0,1,36.48,11.1,11.394,10.773,185.03,0,5659.995945,,,,,,
3377,11.9,186.43,0,1,36.46,11,11.912,10.721,186.43,0,5676.960314,,,,,,
3377.5,12.8,185.84,0,1,36.49,12.4,11.446,10.98,185.84,0,5792.711299,,,,,,
3378,12.9,185.05,0,1,36.43,12.7,12.378,11.498,185.05,0,6048.898105,,,,,,
3378.5,11.5,186.18,0,1,36.53,11.3,13.207,12.741,186.18,0,6717.674259,,,,,,
3379,11.1,190,0,1,36.65,10.4,14.76,10.876,190,0,5835.837172,,,,,,
3379.5,11.9,188.17,0,1,36.75,11.5,12.741,10.824,188.17,0,5738.993659,,,,,,
3380,13.7,184.63,0,1,45.59,11.8,11.808,11.342,184.63,0,4766.667079,,,,,,
3380.5,13.8,185.19,0,1,45.2,13.8,12.482,12.378,185.19,0,5259.310809,,,,,,
3381,13.5,188.03,0,1,45.49,13.1,13.776,13.466,188.03,0,5767.8932,,,,,,
3381.5,12.2,187.25,0,1,45.48,11.8,15.226,13.828,187.25,0,5895.367051,,,,,,
3382,12.8,184.66,0,1,45.94,11.8,12.844,12.119,184.66,0,5050.599912,,,,,,
3382.5,14.2,185.56,0,1,50.85,13.6,13.31,13.207,185.56,0,5000.914955,,,,,,
3383,13.8,189.94,0,1,46.3,13.2,14.191,13.517,189.94,0,5747.171303,,,,,,
3383.5,13.6,194.58,0,1,45.3,13.6,17.35,14.294,194.58,0,6358.94339,,,,,,
3384,12.7,187.11,0,1,45.64,12,14.294,12.741,187.11,0,5412.886919,,,,,,
3384.5,11.2,186.09,0,1,49.22,11.1,13.051,12.896,186.09,0,5050.795548,,,,,,
3385,12.6,188.9,0,1,51.88,11.8,14.657,12.896,188.9,0,4869.046645,,,,,,
3385.5,12.5,189.47,0,1,50.75,12.3,14.812,12.326,189.47,0,4772.219972,,,,,,
3386,14.2,187.33,0,1,51.8,14,13.466,12.119,187.33,0,4551.193313,,,,,,
3386.5,13.6,185.14,0,1,42.95,12.6,12.326,12.274,185.14,0,5484.707228,,,,,,
3387,13.9,208.09,0,1,42.81,13.6,18.748,14.035,208.09,0,7062.363839,,,,,,
3387.5,13.2,185.81,0,1,42.83,12.9,13.207,12.585,185.81,0,5657.609324,,,,,,
3388,14,190.67,0,1,42.9,13.7,15.226,12.999,190.67,0,5986.87181,,,,,,
3388.5,13.5,213.85,0,1,39.72,12.5,19.732,15.071,213.85,0,8391.77019,,,,,,
3389,12.6,188.15,0,1,42.89,12.1,12.896,12.482,188.15,0,5672.313046,,,,,,
3389.5,12.4,187.44,0,1,42.81,12,13.776,13.621,187.44,0,6174.539752,,,,,,
3390,12.3,186.99,0,1,42.84,12.2,13.051,11.964,186.99,0,5410.458736,,,,,,
3390.5,13,185.03,0,1,42.91,12.8,12.896,12.223,185.03,0,5462.292804,,,,,,
3391,14.1,188.29,0,1,42.93,13.1,15.123,12.637,188.29,0,5745.274854,,,,,,
3391.5,13.8,190.37,0,1,44.84,13.4,14.191,12.326,190.37,0,5425.753235,,,,,,
3392,14.1,189.35,0,1,44.81,13.8,14.605,12.948,189.35,0,5671.927628,,,,,,
3392.5,14.3,205.43,0,1,44.62,13.8,19.266,13.207,205.43,0,6299.748527,,,,,,
3393,13.8,185.39,0,1,45.47,12.2,12.844,11.187,185.39,0,4733.86215,,,,,,
3393.5,14.1,190.03,0,1,43.77,13.9,13.725,12.689,190.03,0,5710.720004,,,,,,
3394,13.4,186.71,0,1,36.62,11.8,13.207,12.741,186.71,0,6725.318443,,,,,,
3394.5,12.3,188.31,0,1,36.73,12.1,12.741,12.223,188.31,0,6486.015791,,,,,,
3395,13.3,187.3,0,1,38.99,11.9,12.585,12.015,187.3,0,5979.154239,,,,,,
3395.5,14.8,188.4,0,1,39.35,12.9,13.155,12.171,188.4,0,6040.296003,,,,,,
3396,14.2,185.14,0,1,39.69,12.2,13.258,11.912,185.14,0,5759.931532,,,,,,
3396.5,11.9,185.22,0,1,39.74,11.5,12.741,12.637,185.22,0,6097.004419,,,,,,
3397,12.5,186.99,0,1,39.83,11.9,13.207,12.378,186.99,0,6017.524114,,,,,,
3397.5,12.5,185.42,0,1,39.9,12.2,12.999,11.757,185.42,0,5659.696628,,,,,,
3398,13.8,184.46,0,1,39.86,13.1,11.912,10.98,184.46,0,5269.39348,,,,,,
3398.5,13.8,184.49,0,1,39.19,13.7,13.155,12.274,184.49,0,5987.002807,,,,,,
3399,13.3,186.38,0,1,39.8,13,12.326,12.119,186.38,0,5879.74479,,,,,,
3399.5,13.3,186.15,0,1,39.79,12.8,13.414,12.689,186.15,0,6148.59946,,,,,,
3400,12.9,184.6,0,1,39.83,12.4,11.86,11.549,184.6,0,5546.460352,,,,,,
3400.5,12.8,184.21,0,1,39.81,12.3,13.207,12.43,184.21,0,5957.101637,,,,,,
3401,12.3,185.28,0,1,39.93,11.7,12.741,12.015,185.28,0,5773.966795,,,,,,
3401.5,12.1,183.96,0,1,39.86,12,11.808,11.601,183.96,0,5545.786785,,,,,,
3402,12.9,186.18,0,1,40.22,12.5,12.585,11.912,186.18,0,5712.767265,,,,,,
3402.5,13.7,188,0,1,45.17,13.6,12.948,12.015,188,0,5186.227054,,,,,,
3403,11,185.36,0,1,45.49,8.1,11.29,9.996,185.36,0,4223.792778,,,,,,
3403.5,13,187.95,0,1,45.49,11.8,11.446,11.394,187.95,0,4882.554752,,,,,,
3404,13.4,190.62,0,1,45.47,12.4,17.195,12.689,190.62,0,5513.703394,,,,,,
3404.5,12.2,189.04,0,1,45.19,12.2,14.553,12.326,189.04,0,5342.374128,,,,,,
3405,14.2,184.3,0,1,45.34,12.6,13.051,11.342,184.3,0,4785.58622,,,,,,
3405.5,13.3,185.05,0,1,45.44,13,12.482,12.326,185.05,0,5204.654805,,,,,,
3406,13.5,185.42,0,1,45.63,12.7,12.792,12.482,185.42,0,5259.237291,,,,,,
3406.5,13.6,185.45,0,1,45.5,13.3,12.792,12.689,185.45,0,5362.156099,,,,,,
3407,14.7,190.28,0,1,45.44,13.1,14.916,12.378,190.28,0,5376.918352,,,,,,
3407.5,14.3,183.99,0,1,39.15,14.1,12.948,12.274,183.99,0,5978.279272,,,,,,
3408,14.4,185.98,0,1,40.43,13.9,13.517,12.948,185.98,0,6171.971382,,,,,,
3408.5,14.3,185.87,0,1,39.88,14.2,12.533,12.43,185.87,0,6004.003073,,,,,,
3409,14.3,188.12,0,1,42.21,13.4,15.278,13.103,188.12,0,6051.791639,,,,,,
3409.5,14.1,186.18,0,1,43.89,14.1,14.398,14.242,186.18,0,6258.972888,,,,,,
3410,14,186.38,0,1,42.49,13.6,13.621,12.896,186.38,0,5862.604179,,,,,,
3410.5,13.8,183.87,0,1,37.87,13.8,12.792,12.43,183.87,0,6251.701719,,,,,,
3411,13.8,183.96,0,1,36.51,13.7,12.223,11.86,183.96,0,6190.60794,,,,,,
3411.5,13.8,185.62,0,1,36.15,13.8,12.43,12.326,185.62,0,6554.369281,,,,,,
3412,13.9,185.78,0,1,36.14,13.7,13.517,12.378,185.78,0,6589.586373,,,,,,
3412.5,13.8,184.8,0,1,37.21,13.8,12.482,12.326,184.8,0,6340.736964,,,,,,
3413,13.8,186.09,0,1,37.07,13.7,13.155,12.326,186.09,0,6408.71381,,,,,,
3413.5,13.9,185.34,0,1,38.71,13.7,13.051,12.999,185.34,0,6446.257845,,,,,,
3414,13.8,184.91,0,1,38.57,13.7,13.362,13.207,184.91,0,6557.015643,,,,,,
3414.5,13.9,185.48,0,1,37.22,13.8,13.362,13.155,185.48,0,6787.91408,,,,,,
3415,14.4,186.04,0,1,43.17,14,13.517,11.964,186.04,0,5347.865749,,,,,,
3415.5,14,183.76,0,1,44.56,13.4,12.585,12.43,183.76,0,5316.030553,,,,,,
3416,14,183.87,0,1,40.68,13.8,12.896,11.86,183.87,0,5557.648041,,,,,,
3416.5,13.9,185.5,0,1,36.65,13.7,13.466,13.466,185.5,0,7055.737181,,,,,,
3417,14,187.89,0,1,41.49,13.7,14.553,13.88,187.89,0,6510.204485,,,,,,
3417.5,13.8,190,0,1,36.5,13.7,14.916,12.326,190,0,6644.187473,,,,,,
3418,13.8,191.6,0,1,40.19,13.7,15.434,13.103,191.6,0,6469.531314,,,,,,
3418.5,14.1,188.68,0,1,40.17,13.8,13.88,13.414,188.68,0,6525.881083,,,,,,
3419,13.9,186.43,0,1,41.52,13.7,13.984,12.792,186.43,0,5951.935912,,,,,,
3419.5,13.9,184.16,0,1,39.75,13.9,13.466,12.585,184.16,0,6041.326158,,,,,,
3420,13.9,188.85,0,1,38.1,13.8,13.984,11.912,188.85,0,6117.361055,,,,,,
3420.5,13.8,183.99,0,1,32.72,13.7,12.533,12.067,183.99,0,7024.375583,,,,,,
3421,14,186.15,0,1,40.93,13.7,12.689,11.705,186.15,0,5519.371096,,,,,,
3421.5,14,186.46,0,1,39.74,13.8,12.741,12.533,186.46,0,6092.985206,,,,,,
3422,13.9,186.01,0,1,40.56,13.7,12.533,11.964,186.01,0,5687.263398,,,,,,
3422.5,13.9,184.24,0,1,40.57,13.7,12.274,11.601,184.24,0,5462.365893,,,,,,
3423,13.9,184.3,0,1,40.84,13.7,12.378,11.498,184.3,0,5380.39011,,,,,,
3423.5,14.1,186.46,0,1,41.81,13.7,12.533,11.705,186.46,0,5413.195739,,,,,,
3424,15.2,183.93,0,1,38.93,13.9,12.223,11.601,183.93,0,5684.879364,,,,,,
3424.5,14.1,184.21,0,1,42.56,13.5,11.653,10.98,184.21,0,4931.611031,,,,,,
3425,14.3,183.9,0,1,42.55,13.7,13.155,11.135,183.9,0,4994.043546,,,,,,
3425.5,13.9,184.46,0,1,39.02,13.6,12.482,11.964,184.46,0,5861.313576,,,,,,
3426,13.9,185.42,0,1,38.66,13.6,12.119,11.549,185.42,0,5741.175532,,,,,,
3426.5,13.9,184.01,0,1,39.88,13.8,12.43,11.601,184.01,0,5549.341253,,,,,,
3427,13.9,184.27,0,1,37.35,13.8,11.964,11.549,184.27,0,5904.616047,,,,,,
3427.5,13.9,184.21,0,1,40.5,13.7,12.171,11.86,184.21,0,5592.167001,,,,,,
3428,13.8,183.73,0,1,39.01,13.7,12.067,11.757,183.73,0,5739.089371,,,,,,
3428.5,13.9,183.71,0,1,39.46,13.8,12.067,11.653,183.71,0,5623.857701,,,,,,
3429,13.8,184.32,0,1,40.41,13.6,12.223,11.601,184.32,0,5485.943383,,,,,,
3429.5,13.8,190.31,0,1,40.88,13.7,15.071,12.482,190.31,0,6020.680532,,,,,,
3430,13.8,187.33,0,1,40.64,13.7,13.517,12.741,187.33,0,6084.706046,,,,,,
3430.5,14,187.53,0,1,41.91,13.7,13.258,12.223,187.53,0,5669.556534,,,,,,
3431,14,191.63,0,1,41,13.7,14.605,11.808,191.63,0,5720.688842,,,,,,
3431.5,14.1,185.28,0,1,38.99,13.9,12.015,12.015,185.28,0,5917.197231,,,,,,
3432,11,185.9,0,1,42.48,9.2,11.964,9.944,185.9,0,4510.641268,,,,,,
3432.5,12,188.74,0,1,42.33,11.8,12.741,12.326,188.74,0,5691.588915,,,,,,
3433,12.2,187.25,0,1,42.55,11.9,13.517,11.757,187.25,0,5360.563906,,,,,,
3433.5,12.1,186.99,0,1,42.55,12,13.155,12.948,186.99,0,5891.870579,,,,,,
3434,14.1,187.41,0,1,42.53,12.8,12.948,11.808,187.41,0,5395.855735,,,,,,
3434.5,12.8,189.44,0,1,42.53,12,13.207,12.326,189.44,0,5688.009063,,,,,,
3435,13.7,189.02,0,1,42.5,12.6,14.502,11.29,189.02,0,5207.390957,,,,,,
3435.5,13.9,190.45,0,1,42.57,12.6,16.832,11.757,190.45,0,5453.622433,,,,,,
3436,13.6,191.12,0,1,42.58,12.1,13.725,12.896,191.12,0,5997.05073,,,,,,
3436.5,13.3,186.63,0,1,42.72,11.9,13.31,12.533,186.63,0,5673.836268,,,,,,
3437,13,189.75,0,1,42.93,12.6,14.035,12.844,189.75,0,5880.800798,,,,,,
3437.5,12.5,186.21,0,1,42.84,12.3,13.362,13.155,186.21,0,5921.653899,,,,,,
3438,12.9,184.97,0,1,45.87,12.5,12.689,12.223,184.97,0,5110.142864,,,,,,
3438.5,12.7,188.85,0,1,48.39,12.6,13.725,12.896,188.85,0,5216.675135,,,,,,
3439,13,185.31,0,1,51.75,12.9,14.035,12.999,185.31,0,4828.120866,,,,,,
3439.5,13.2,188.88,0,1,52.21,13.1,14.035,13.932,188.88,0,5225.530346,,,,,,
3440,14,217.42,0,1,52.74,13.1,21.286,12.378,217.42,0,5292.176159,,,,,,
3440.5,13.1,185.67,0,1,50.18,12.8,14.657,12.948,185.67,0,4968.529645,,,,,,
3441,13.2,186.77,0,1,52.09,12.8,14.087,12.948,186.77,0,4816.058001,,,,,,
3441.5,13.1,187.3,0,1,49.41,13.1,13.88,13.517,187.3,0,5311.509046,,,,,,
3442,13.6,193.88,0,1,48.29,12.8,17.92,13.155,193.88,0,5475.224453,,,,,,
3442.5,13,186.38,0,1,44.44,12.9,11.705,11.394,186.38,0,4955.642601,,,,,,
3443,13.4,187.58,0,1,44.14,13,13.776,12.43,187.58,0,5475.423543,,,,,,
3443.5,13.8,185.65,0,1,41.93,12.2,12.533,12.378,185.65,0,5680.570047,,,,,,
3444,13.4,193.93,0,1,54.42,12.3,16.107,12.585,193.93,0,4654.12549,,,,,,
3444.5,13.4,188.65,0,1,50.49,12.8,13.569,13.414,188.65,0,5197.035337,,,,,,
3445,13.4,189.19,0,1,48.25,13.2,15.175,11.964,189.19,0,4866.629727,,,,,,
3445.5,13.6,199.47,0,1,41.47,12.7,18.956,13.725,199.47,0,6834.597896,,,,,,
3446,13,186.07,0,1,51.74,12.9,13.932,12.585,186.07,0,4695.393972,,,,,,
3446.5,13,189.75,0,1,41.01,12.9,14.242,13.051,189.75,0,6253.124461,,,,,,
3447,13.6,196.04,0,1,35.65,13,16.573,12.689,196.04,0,7221.790072,,,,,,
3447.5,13.6,183.59,0,1,33.37,13.3,11.912,11.757,183.59,0,6697.213455,,,,,,
3448,13.9,184.21,0,1,36.9,13.7,14.605,11.705,184.21,0,6054.430732,,,,,,
3448.5,13.9,190.73,0,1,34.52,13.8,13.051,12.585,190.73,0,7197.635874,,,,,,
3449,14.1,185.45,0,1,36.49,13,12.533,11.912,185.45,0,6271.867603,,,,,,
3449.5,13.2,184.46,0,1,35.52,12.9,12.067,11.808,184.46,0,6349.896422,,,,,,
3450,13.3,185.5,0,1,38.5,12.9,12.896,11.653,185.5,0,5817.344537,,,,,,
3450.5,13.6,184.97,0,1,37.1,13.4,13.207,12.999,184.97,0,6710.231912,,,,,,
3451,13.5,185.62,0,1,37.81,13,14.864,12.948,185.62,0,6581.872176,,,,,,
3451.5,13.4,184.72,0,1,37.88,13.3,13.984,13.776,184.72,0,6953.615602,,,,,,
3452,13.4,185.62,0,1,35.67,13.4,13.88,13.725,185.62,0,7390.679413,,,,,,
3452.5,13.4,185.7,0,1,30.67,13.4,13.88,13.828,185.7,0,8657.605503,,,,,,
3453,14.2,195.59,0,1,36.14,13.3,17.454,12.844,195.59,0,7196.088002,,,,,,
3453.5,13.6,190.22,0,1,35.87,13.5,15.226,12.482,190.22,0,6852.671351,,,,,,
3454,13.4,184.8,0,1,33.46,12.6,13.569,12.844,184.8,0,7340.761139,,,,,,
3454.5,13.4,185.36,0,1,32.4,13.1,13.776,13.673,185.36,0,8090.991745,,,,,,
3455,13.6,185.95,0,1,32.72,13.3,14.398,13.362,185.95,0,7856.134329,,,,,,
3455.5,13.4,184.35,0,1,29.96,13.3,13.569,13.155,184.35,0,8371.327181,,,,,,
3456,13.4,185.19,0,1,31.12,13.3,13.984,13.517,185.19,0,8319.019595,,,,,,
3456.5,13.6,182.5,0,1,30.13,13.4,13.258,12.637,182.5,0,7918.561927,,,,,,
3457,13.3,184.21,0,1,33.44,12.8,13.984,12.896,184.21,0,7351.024014,,,,,,
3457.5,13.5,183.31,0,1,33.52,13.4,13.362,13.155,183.31,0,7444.298671,,,,,,
3458,13.3,186.82,0,1,32.56,13.3,14.346,13.673,186.82,0,8114.275802,,,,,,
3458.5,13.4,184.07,0,1,32.36,13.4,13.517,13.414,184.07,0,7893.111815,,,,,,
3459,13.4,188.65,0,1,33.53,12.7,14.242,13.362,188.65,0,7777.493775,,,,,,
3459.5,13.1,183.71,0,1,33.57,12.8,13.621,13.362,183.71,0,7564.985319,,,,,,
3460,13.2,184.75,0,1,33.4,13.1,13.984,13.828,184.75,0,7911.859437,,,,,,
3460.5,13.3,185.76,0,1,33.14,9.1,14.139,11.808,185.76,0,6851.350827,,,,,,
3461,10.5,191.29,0,1,33.25,10,14.605,13.362,191.29,0,7944.167493,,,,,,
3461.5,12.4,185.17,0,1,36.12,11.4,13.621,13.258,185.17,0,7032.22983,,,,,,
3462,13,191.15,0,1,36.25,11.8,17.816,13.258,191.15,0,7233.95724,,,,,,
3462.5,12.9,183.62,0,1,36.34,12.9,13.621,13.517,183.62,0,7067.728771,,,,,,
3463,12.8,186.18,0,1,36.39,12.5,13.673,13.258,186.18,0,7019.263787,,,,,,
3463.5,12.5,183.9,0,1,39.08,11.3,13.517,13.517,183.9,0,6583.516146,,,,,,
3464,13,183.87,0,1,39.38,12.6,14.45,14.191,183.87,0,6857.960617,,,,,,
3464.5,12.9,185.78,0,1,36.81,12.8,14.502,13.932,185.78,0,7275.288782,,,,,,
3465,13.1,185.42,0,1,36.79,12.6,15.589,14.553,185.42,0,7588.017803,,,,,,
3465.5,12.8,189.94,0,1,36.12,12.6,15.9,14.864,189.94,0,8083.258079,,,,,,
3466,12.6,188.96,0,1,33.1,12.5,14.605,13.673,188.96,0,8071.634226,,,,,,
3466.5,12.6,184.41,0,1,33.12,12.5,14.035,13.984,184.41,0,8051.667836,,,,,,
3467,12.5,185.48,0,1,33.44,11.5,13.776,13.31,185.48,0,7635.780762,,,,,,
3467.5,11.4,185.11,0,1,33.4,11.4,13.31,12.792,185.11,0,7331.124898,,,,,,
3468,12.2,200.09,0,1,36.57,11.3,19.577,12.844,200.09,0,7269.315334,,,,,,
3468.5,11.8,185.87,0,1,41.55,11.3,14.398,14.346,185.87,0,6640.141567,,,,,,
3469,13.1,185.14,0,1,41.76,13,16.47,13.362,185.14,0,6135.334848,,,,,,
3469.5,13.5,195.56,0,1,38.98,13.3,16.987,15.952,195.56,0,8277.340436,,,,,,
3470,12.5,184.16,0,1,39.49,11.8,14.916,12.948,184.16,0,6251.427998,,,,,,
3470.5,11.7,185.11,0,1,40.34,11.7,13.103,13.103,185.11,0,6222.909373,,,,,,
3471,12.1,185.19,0,1,42.84,11.6,13.725,12.896,185.19,0,5773.035641,,,,,,
3471.5,13.6,184.86,0,1,42.79,12.4,14.242,13.207,184.86,0,5911.875813,,,,,,
3472,13.9,186.82,0,1,42.08,12.6,15.175,13.207,186.82,0,6075.15979,,,,,,
3472.5,13.1,186.88,0,1,41.7,12.8,14.294,13.725,186.88,0,6369.047584,,,,,,
3473,13.6,186.04,0,1,41.86,13.2,14.916,14.502,186.04,0,6673.417339,,,,,,
3473.5,12.5,185.84,0,1,39.23,12.4,14.864,13.88,185.84,0,6804.382423,,,,,,
3474,12.2,185.22,0,1,42.92,11.3,13.517,12.689,185.22,0,5671.542903,,,,,,
3474.5,13.4,183.79,0,1,42.79,12.6,15.486,14.45,183.79,0,6427.109163,,,,,,
3475,13.7,188.37,0,1,36.31,12.8,15.589,14.346,188.37,0,7700.641347,,,,,,
3475.5,12.9,185.11,0,1,42.03,12.4,14.346,14.139,185.11,0,6447.022268,,,,,,
3476,13.3,185.19,0,1,42.41,12.6,14.398,13.776,185.19,0,6230.15662,,,,,,
3476.5,13.4,185.17,0,1,41.52,13.3,14.553,14.502,185.17,0,6695.939264,,,,,,
3477,13.2,183.85,0,1,38.97,12.9,14.553,14.191,183.85,0,6929.532019,,,,,,
3477.5,12.9,183.87,0,1,40.62,12.6,14.191,13.984,183.87,0,6552.915085,,,,,,
3478,12.5,184.49,0,1,42.52,12.3,14.346,13.673,184.49,0,6142.613504,,,,,,
3478.5,13,183.96,0,1,42.6,12.9,13.725,13.466,183.96,0,6022.913843,,,,,,
3479,13.6,185.7,0,1,42.55,13.2,14.657,13.984,185.7,0,6321.06034,,,,,,
3479.5,13.3,186.68,0,1,37.63,13.2,15.226,14.605,186.68,0,7496.696369,,,,,,
3480,13.6,186.8,0,1,41.22,13.2,15.123,14.139,186.8,0,6634.600908,,,,,,
3480.5,13.4,186.88,0,1,37.02,13.3,15.33,14.553,186.88,0,7600.998529,,,,,,
3481,13.6,185.78,0,1,38.08,13.4,14.657,13.88,185.78,0,7009.555235,,,,,,
3481.5,13.3,183.82,0,1,37.11,13.2,14.294,13.776,183.82,0,7062.480247,,,,,,
3482,14.5,187.36,0,1,42.64,12.7,14.45,12.792,187.36,0,5826.915415,,,,,,
3482.5,13.2,183.82,0,1,42.71,11.6,13.362,13.051,183.82,0,5819.55405,,,,,,
3483,12.5,184.97,0,1,42.98,12.2,13.258,12.999,184.97,0,5794.257118,,,,,,
3483.5,12.5,182.61,0,1,42.98,12.4,13.776,13.258,182.61,0,5834.073101,,,,,,
3484,13.1,183.4,0,1,42.81,12.6,13.88,13.673,183.4,0,6066.987434,,,,,,
3484.5,13.2,184.41,0,1,42.62,13.1,13.828,13.673,184.41,0,6127.511777,,,,,,
3485,13.1,184.46,0,1,42.74,12.6,13.725,13.517,184.46,0,6042.455159,,,,,,
3485.5,13.2,184.13,0,1,42.77,13.1,13.569,13.466,184.13,0,6005.160112,,,,,,
3486,12.9,188.59,0,1,42.92,12.7,15.071,13.414,188.59,0,6104.059343,,,,,,
3486.5,12,184.1,0,1,42.95,11.8,12.948,12.896,184.1,0,5724.363465,,,,,,
3487,11.9,183.96,0,1,42.99,11.7,12.896,12.533,183.96,0,5554.519357,,,,,,
3487.5,11.9,184.77,0,1,42.97,11.8,13.051,12.999,184.77,0,5787.76022,,,,,,
3488,11.8,183.31,0,1,42.95,10.8,13.362,11.808,183.31,0,5221.225512,,,,,,
3488.5,12.8,184.8,0,1,42.94,11.7,13.621,13.051,184.8,0,5818.172737,,,,,,
3489,13.1,182.86,0,1,42.7,13,14.191,14.087,182.86,0,6247.289347,,,,,,
3489.5,5.6,182.84,0,1,15.18,5.4,8.287,8.079,182.84,0,10035.58405,,,,,,
3490,5.2,182.97,0,1,15.21,4.9,8.701,8.131,182.97,0,10086.27417,,,,,,
3490.5,5,182.58,0,1,15.19,5,8.338,7.976,182.58,0,9885.652232,,,,,,
3491,5.5,182.69,0,1,15.21,4.8,8.235,8.079,182.69,0,10007.34715,,,,,,
3491.5,7.8,182.47,0,1,15.2,7.1,8.028,7.924,182.47,0,9816.432153,,,,,,
3492,7.6,183.79,0,1,15.2,6.9,8.96,7.872,183.79,0,9822.011288,,,,,,
3492.5,7.9,182.64,0,1,15.19,7.5,9.478,9.167,182.64,0,11371.30416,,,,,,
3493,9.8,184.04,0,1,30.28,8,11.549,9.685,184.04,0,6087.91635,,,,,,
3493.5,10.2,188.12,0,1,30.34,9.9,12.792,12.171,188.12,0,7798.406926,,,,,,
3494,11.5,185.73,0,1,30.48,10.5,12.999,11.964,185.73,0,7538.030511,,,,,,
3494.5,11.8,184.75,0,1,30.52,11.7,12.274,12.015,184.75,0,7521.226386,,,,,,
3495,12.1,184.72,0,1,30.55,11.5,12.378,11.912,184.72,0,7449.328075,,,,,,
3495.5,12.1,183.96,0,1,30.54,11.8,13.155,12.119,183.96,0,7549.629708,,,,,,
3496,11.3,183.65,0,1,30.55,10.7,12.326,11.86,183.65,0,7372.032392,,,,,,
3496.5,10.6,184.38,0,1,30.52,10.6,12.119,11.705,184.38,0,7310.159196,,,,,,
3497,10.2,185.45,0,1,30.51,9.7,12.223,10.617,185.45,0,6672.742308,,,,,,
3497.5,10.9,184.27,0,1,30.5,10.3,11.187,10.876,184.27,0,6795.633454,,,,,,
3498,11,185.98,0,1,30.53,10.6,12.741,10.98,185.98,0,6917.22145,,,,,,
3498.5,9.8,183.68,0,1,30.57,9.7,12.067,10.98,183.68,0,6819.925687,,,,,,
3499,10.2,186.71,0,1,30.56,9.9,12.067,11.601,186.71,0,7326.024434,,,,,,
3499.5,10.4,185.65,0,1,30.53,9.7,12.378,11.446,185.65,0,7195.195878,,,,,,
3500,10.5,184.55,0,1,30.49,9.5,12.274,11.394,184.55,0,7129.932254,,,,,,
3500.5,10.1,184.3,0,1,30.5,9.8,12.171,11.549,184.3,0,7213.363011,,,,,,
3501,12,183.79,0,1,30.54,9.8,11.239,10.773,183.79,0,6708.284848,,,,,,
3501.5,11.2,184.83,0,1,30.51,11.1,11.394,11.083,184.83,0,6943.908671,,,,,,
